YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Consumption_Pattern,ConditionType,Condition,Sex,AgeGroup,Direct_AAF,Direct_AAF_Alternate,Indirect_AAF_Low,Indirect_AAF_Low_Alt,Indirect_AAF_Medium,Indirect_AAF_Medium_Alt,Indirect_AAF_High,Indirect_AAF_High_Alt,LocationID,ClassID,ConditionID,ConsumptionID,Stratification1ID,Stratification2ID
2006,2010,IN,Indiana,ARDI,Excessive Use,Acute     ,Firearm injuries,Female,All Ages,0.18,0.18,,,,,,,18,ACUTE,FIREAR,EXCUSE,GENF,AGEGRP0
2006,2010,DE,Delaware,ARDI,Excessive Use,Acute     ,Suicide,Female,All Ages,0.23,0.23,,,,,,,10,ACUTE,SUICID,EXCUSE,GENF,AGEGRP0
2006,2010,HI,Hawaii,ARDI,Excessive Use,Chronic   ,Breast cancer (females only),Female,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,15,CHRONIC,BRECAN,EXCUSE,GENF,AGEGRP0
2006,2010,MA,Massachusetts,ARDI,Excessive Use,Chronic   ,Esophageal varices,Female,All Ages,0.40,0.40,,,,,,,25,CHRONIC,ESOVAR,EXCUSE,GENF,AGEGRP0
2006,2010,OK,Oklahoma,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,15-19,0.20,0.20,,,,,,,40,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP8
2006,2010,DC,District of Columbia,ARDI,Excessive Use,Chronic   ,Hypertension,Male,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,11,CHRONIC,HYPERT,EXCUSE,GENM,AGEGRP0
2006,2010,RI,Rhode Island,ARDI,Excessive Use,Chronic   ,Alcohol abuse,Female,All Ages,1.00,1.00,,,,,,,44,CHRONIC,ALCABU,EXCUSE,GENF,AGEGRP0
2006,2010,CA,California,ARDI,Excessive Use,Chronic   ,Degeneration of nervous system due to alcohol,Male,All Ages,1.00,1.00,,,,,,,06,CHRONIC,ALCNER,EXCUSE,GENM,AGEGRP0
2006,2010,WA,Washington,ARDI,Excessive Use,Chronic   ,Esophageal varices,Male,All Ages,0.40,0.40,,,,,,,53,CHRONIC,ESOVAR,EXCUSE,GENM,AGEGRP0
2006,2010,WI,Wisconsin,ARDI,Excessive Use,Chronic   ,Acute pancreatitis,Male,All Ages,0.24,0.24,,,,,,,55,CHRONIC,ACUPAN,EXCUSE,GENM,AGEGRP0
2006,2010,NE,Nebraska,ARDI,Excessive Use,Chronic   ,"Low birth weight, prematurity, IUGR, death",Female,All Ages,,,N/A,0.00,0.02,0.02,0.01,0.01,31,CHRONIC,LBWPID,EXCUSE,GENF,AGEGRP0
2006,2010,FL,Florida,ARDI,Excessive Use,Chronic   ,Alcohol cardiomyopathy,Male,All Ages,1.00,1.00,,,,,,,12,CHRONIC,ALCCAR,EXCUSE,GENM,AGEGRP0
2006,2010,ID,Idaho,ARDI,Excessive Use,Chronic   ,Alcoholic liver disease,Male,All Ages,1.00,1.00,,,,,,,16,CHRONIC,ALCLID,EXCUSE,GENM,AGEGRP0
2006,2010,AL,Alabama,ARDI,Excessive Use,Chronic   ,Alcohol cardiomyopathy,Female,All Ages,1.00,1.00,,,,,,,01,CHRONIC,ALCCAR,EXCUSE,GENF,AGEGRP0
2006,2010,FL,Florida,ARDI,Excessive Use,Chronic   ,Alcohol polyneuropathy,Male,All Ages,1.00,1.00,,,,,,,12,CHRONIC,ALCPOL,EXCUSE,GENM,AGEGRP0
2006,2010,NJ,New Jersey,ARDI,Excessive Use,Chronic   ,Oropharyngeal cancer,Male,All Ages,,,N/A,0.00,0.01,0.01,0.05,0.05,34,CHRONIC,OROCAN,EXCUSE,GENM,AGEGRP0
2006,2010,MI,Michigan,ARDI,Excessive Use,Chronic   ,Breast cancer (females only),Male,All Ages,0.00,0.00,,,,,,,26,CHRONIC,BRECAN,EXCUSE,GENM,AGEGRP0
2006,2010,AR,Arkansas,ARDI,Excessive Use,Chronic   ,Alcoholic gastritis,Female,All Ages,1.00,1.00,,,,,,,05,CHRONIC,ALCGAS,EXCUSE,GENF,AGEGRP0
2006,2010,FL,Florida,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,15-19,0.20,0.20,,,,,,,12,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP8
2006,2010,WA,Washington,ARDI,Excessive Use,Chronic   ,Chronic pancreatitis,Female,All Ages,0.84,0.84,,,,,,,53,CHRONIC,CHRPAN,EXCUSE,GENF,AGEGRP0
2006,2010,DE,Delaware,ARDI,Excessive Use,Chronic   ,"Liver cirrhosis, unspecified",Female,All Ages,0.40,0.40,,,,,,,10,CHRONIC,LIVCIR,EXCUSE,GENF,AGEGRP0
2006,2010,MT,Montana,ARDI,Excessive Use,Chronic   ,Laryngeal cancer,Male,All Ages,,,N/A,0.00,0.03,0.03,0.05,0.05,30,CHRONIC,LARCAN,EXCUSE,GENM,AGEGRP0
2006,2010,HI,Hawaii,ARDI,Excessive Use,Chronic   ,Portal hypertension,Female,All Ages,0.40,0.40,,,,,,,15,CHRONIC,PORHYP,EXCUSE,GENF,AGEGRP0
2006,2010,ME,Maine,ARDI,Excessive Use,Chronic   ,Cholelithiases,Female,All Ages,,,N/A,0.00,-0.01,-0.01,0.00,0.00,23,CHRONIC,CHOLEL,EXCUSE,GENF,AGEGRP0
2006,2010,MA,Massachusetts,ARDI,Excessive Use,Chronic   ,Alcohol abuse,Female,All Ages,1.00,1.00,,,,,,,25,CHRONIC,ALCABU,EXCUSE,GENF,AGEGRP0
2006,2010,OR,Oregon,ARDI,Excessive Use,Chronic   ,Epilepsy,Male,All Ages,0.15,0.15,,,,,,,41,CHRONIC,EPILEP,EXCUSE,GENM,AGEGRP0
2006,2010,DC,District of Columbia,ARDI,Excessive Use,Chronic   ,Laryngeal cancer,Male,All Ages,,,N/A,0.00,0.03,0.03,0.02,0.02,11,CHRONIC,LARCAN,EXCUSE,GENM,AGEGRP0
2006,2010,CA,California,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,15-19,0.26,0.26,,,,,,,06,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP8
2006,2010,OR,Oregon,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,55-64,0.28,0.28,,,,,,,41,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP13
2006,2010,VT,Vermont,ARDI,Excessive Use,Acute     ,Firearm injuries,Female,All Ages,0.18,0.18,,,,,,,50,ACUTE,FIREAR,EXCUSE,GENF,AGEGRP0
2006,2010,ND,North Dakota,ARDI,Excessive Use,Chronic   ,Fetus and newborn affected by maternal use of alcohol,Male,All Ages,1.00,1.00,,,,,,,38,CHRONIC,ALCMAU,EXCUSE,GENM,AGEGRP0
2006,2010,IA,Iowa,ARDI,Excessive Use,Chronic   ,Alcohol polyneuropathy,Female,All Ages,1.00,1.00,,,,,,,19,CHRONIC,ALCPOL,EXCUSE,GENF,AGEGRP0
2006,2010,VA,Virginia,ARDI,Excessive Use,Acute     ,Alcohol poisoning,Female,All Ages,1.00,1.00,,,,,,,52,ACUTE,ALCPOI,EXCUSE,GENF,AGEGRP0
2006,2010,AL,Alabama,ARDI,Excessive Use,Chronic   ,Portal hypertension,Male,All Ages,0.40,0.40,,,,,,,01,CHRONIC,PORHYP,EXCUSE,GENM,AGEGRP0
2006,2010,DE,Delaware,ARDI,Excessive Use,Chronic   ,Liver cancer,Female,All Ages,,,N/A,0.00,0.04,0.04,0.01,0.01,10,CHRONIC,LIVCAN,EXCUSE,GENF,AGEGRP0
2006,2010,HI,Hawaii,ARDI,Excessive Use,Acute     ,Occupational and machine injuries,Male,All Ages,0.18,0.18,,,,,,,15,ACUTE,MACHOB,EXCUSE,GENM,AGEGRP0
2006,2010,MD,Maryland,ARDI,Excessive Use,Chronic   ,Oropharyngeal cancer,Male,All Ages,,,N/A,0.00,0.01,0.01,0.04,0.04,24,CHRONIC,OROCAN,EXCUSE,GENM,AGEGRP0
2006,2010,NJ,New Jersey,ARDI,Excessive Use,Chronic   ,Alcoholic liver disease,Male,All Ages,1.00,1.00,,,,,,,34,CHRONIC,ALCLID,EXCUSE,GENM,AGEGRP0
2006,2010,NE,Nebraska,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,15-19,0.20,0.20,,,,,,,31,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP8
2006,2010,IL,Illinois,ARDI,Excessive Use,Chronic   ,Oropharyngeal cancer,Male,All Ages,,,N/A,0.00,0.01,0.01,0.07,0.07,17,CHRONIC,OROCAN,EXCUSE,GENM,AGEGRP0
2006,2010,OR,Oregon,ARDI,Excessive Use,Chronic   ,Prostate cancer (males only),Male,All Ages,,,N/A,0.00,0.00,0.00,0.00,0.00,41,CHRONIC,PROCAN,EXCUSE,GENM,AGEGRP0
2006,2010,NC,North Carolina,ARDI,Excessive Use,Acute     ,Aspiration,Female,All Ages,0.18,0.18,,,,,,,37,ACUTE,ASPIRA,EXCUSE,GENF,AGEGRP0
2006,2010,PA,Pennsylvania,ARDI,Excessive Use,Acute     ,Homicide,Male,All Ages,0.47,0.47,,,,,,,42,ACUTE,HOMICI,EXCUSE,GENM,AGEGRP0
2006,2010,MI,Michigan,ARDI,Excessive Use,Acute     ,Air-space transport,Female,All Ages,0.18,0.18,,,,,,,26,ACUTE,AIRTRA,EXCUSE,GENF,AGEGRP0
2006,2010,KS,Kansas,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,0-14,0.15,0.15,,,,,,,20,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP7
2006,2010,AK,Alaska,ARDI,Excessive Use,Acute     ,Drowning,Female,All Ages,0.34,0.34,,,,,,,02,ACUTE,DROWNI,EXCUSE,GENF,AGEGRP0
2006,2010,ID,Idaho,ARDI,Excessive Use,Acute     ,Hypothermia,Male,All Ages,0.42,0.42,,,,,,,16,ACUTE,HYPOTH,EXCUSE,GENM,AGEGRP0
2006,2010,GA,Georgia,ARDI,Excessive Use,Chronic   ,Alcoholic myopathy,Female,All Ages,1.00,1.00,,,,,,,13,CHRONIC,ALCMYO,EXCUSE,GENF,AGEGRP0
2006,2010,MN,Minnesota,ARDI,Excessive Use,Chronic   ,Chronic hepatitis,Female,All Ages,,,N/A,0.00,0.01,0.01,0.00,0.00,27,CHRONIC,CHRHEP,EXCUSE,GENF,AGEGRP0
2006,2010,KY,Kentucky,ARDI,Excessive Use,Chronic   ,Gastroesophageal hemorrhage,Male,All Ages,0.47,0.47,,,,,,,21,CHRONIC,GASHEM,EXCUSE,GENM,AGEGRP0
2006,2010,AZ,Arizona,ARDI,Excessive Use,Chronic   ,Esophageal varices,Male,All Ages,0.40,0.40,,,,,,,04,CHRONIC,ESOVAR,EXCUSE,GENM,AGEGRP0
2006,2010,US,National,ARDI,Excessive Use,Chronic   ,Fetus and newborn affected by maternal use of alcohol,Male,All Ages,1.00,1.00,,,,,,,00,CHRONIC,ALCMAU,EXCUSE,GENM,AGEGRP0
2006,2010,NV,Nevada,ARDI,Excessive Use,Chronic   ,"Stroke, hemorrhagic",Female,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,32,CHRONIC,STROKH,EXCUSE,GENF,AGEGRP0
2006,2010,FL,Florida,ARDI,Excessive Use,Chronic   ,Alcoholic gastritis,Male,All Ages,1.00,1.00,,,,,,,12,CHRONIC,ALCGAS,EXCUSE,GENM,AGEGRP0
2006,2010,DC,District of Columbia,ARDI,Excessive Use,Chronic   ,"Liver cirrhosis, unspecified",Male,All Ages,0.40,0.40,,,,,,,11,CHRONIC,LIVCIR,EXCUSE,GENM,AGEGRP0
2006,2010,PA,Pennsylvania,ARDI,Excessive Use,Acute     ,Aspiration,Female,All Ages,0.18,0.18,,,,,,,42,ACUTE,ASPIRA,EXCUSE,GENF,AGEGRP0
2006,2010,NM,New Mexico,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,15-19,0.26,0.26,,,,,,,35,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP8
2006,2010,OH,Ohio,ARDI,Excessive Use,Chronic   ,Fetus and newborn affected by maternal use of alcohol,Female,All Ages,1.00,1.00,,,,,,,39,CHRONIC,ALCMAU,EXCUSE,GENF,AGEGRP0
2006,2010,MN,Minnesota,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,55-64,0.16,0.16,,,,,,,27,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP13
2006,2010,CO,Colorado,ARDI,Excessive Use,Chronic   ,Degeneration of nervous system due to alcohol,Male,All Ages,1.00,1.00,,,,,,,08,CHRONIC,ALCNER,EXCUSE,GENM,AGEGRP0
2006,2010,VA,Virginia,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,35-44,0.47,0.47,,,,,,,52,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP11
2006,2010,LA,Louisiana,ARDI,Excessive Use,Chronic   ,Alcohol abuse,Male,All Ages,1.00,1.00,,,,,,,21,CHRONIC,ALCABU,EXCUSE,GENM,AGEGRP0
2006,2010,MI,Michigan,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,35-44,0.47,0.47,,,,,,,26,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP11
2006,2010,MN,Minnesota,ARDI,Excessive Use,Acute     ,Poisoning (not alcohol),Female,All Ages,0.29,0.29,,,,,,,27,ACUTE,POISON,EXCUSE,GENF,AGEGRP0
2006,2010,WY,Wyoming,ARDI,Excessive Use,Chronic   ,Alcoholic liver disease,Female,All Ages,1.00,1.00,,,,,,,56,CHRONIC,ALCLID,EXCUSE,GENF,AGEGRP0
2006,2010,CT,Connecticut,ARDI,Excessive Use,Chronic   ,Alcohol polyneuropathy,Male,All Ages,1.00,1.00,,,,,,,09,CHRONIC,ALCPOL,EXCUSE,GENM,AGEGRP0
2006,2010,NC,North Carolina,ARDI,Excessive Use,Acute     ,Suicide by and exposure to alcohol,Male,All Ages,1.00,1.00,,,,,,,37,ACUTE,ALCSUC,EXCUSE,GENM,AGEGRP0
2006,2010,NC,North Carolina,ARDI,Excessive Use,Chronic   ,Esophageal varices,Female,All Ages,0.40,0.40,,,,,,,37,CHRONIC,ESOVAR,EXCUSE,GENF,AGEGRP0
2006,2010,DE,Delaware,ARDI,Excessive Use,Chronic   ,"Stroke, ischemic",Male,All Ages,,,N/A,0.00,0.04,0.04,0.03,0.03,10,CHRONIC,STROKI,EXCUSE,GENM,AGEGRP0
2006,2010,NJ,New Jersey,ARDI,Excessive Use,Acute     ,Other road vehicle crashes,Male,All Ages,0.18,0.18,,,,,,,34,ACUTE,ORVACC,EXCUSE,GENM,AGEGRP0
2006,2010,MO,Missouri,ARDI,Excessive Use,Acute     ,Alcohol poisoning,Male,All Ages,1.00,1.00,,,,,,,29,ACUTE,ALCPOI,EXCUSE,GENM,AGEGRP0
2006,2010,NH,New Hampshire,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,65+,0.08,0.08,,,,,,,33,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP5
2006,2010,CO,Colorado,ARDI,Excessive Use,Chronic   ,Spontaneous abortion (females only),Male,All Ages,0.00,0.00,,,,,,,08,CHRONIC,SPONAB,EXCUSE,GENM,AGEGRP0
2006,2010,LA,Louisiana,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,25-34,0.49,0.49,,,,,,,21,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP10
2006,2010,VA,Virginia,ARDI,Excessive Use,Acute     ,Suicide,Female,All Ages,0.23,0.23,,,,,,,52,ACUTE,SUICID,EXCUSE,GENF,AGEGRP0
2006,2010,VA,Virginia,ARDI,Excessive Use,Chronic   ,Ischemic heart disease,Male,All Ages,,,N/A,0.00,0.00,0.00,0.00,0.00,52,CHRONIC,ISCHTD,EXCUSE,GENM,AGEGRP0
2006,2010,OK,Oklahoma,ARDI,Excessive Use,Chronic   ,Cholelithiases,Female,All Ages,,,N/A,0.00,0.00,0.00,0.00,0.00,40,CHRONIC,CHOLEL,EXCUSE,GENF,AGEGRP0
2006,2010,TX,Texas,ARDI,Excessive Use,Chronic   ,Fetus and newborn affected by maternal use of alcohol,Female,All Ages,1.00,1.00,,,,,,,48,CHRONIC,ALCMAU,EXCUSE,GENF,AGEGRP0
2006,2010,CA,California,ARDI,Excessive Use,Chronic   ,Alcoholic gastritis,Female,All Ages,1.00,1.00,,,,,,,06,CHRONIC,ALCGAS,EXCUSE,GENF,AGEGRP0
2006,2010,AK,Alaska,ARDI,Excessive Use,Chronic   ,Acute pancreatitis,Female,All Ages,0.24,0.24,,,,,,,02,CHRONIC,ACUPAN,EXCUSE,GENF,AGEGRP0
2006,2010,ND,North Dakota,ARDI,Excessive Use,Chronic   ,"Stroke, ischemic",Female,All Ages,,,N/A,0.00,0.01,0.01,0.00,0.00,38,CHRONIC,STROKI,EXCUSE,GENF,AGEGRP0
2006,2010,SC,South Carolina,ARDI,Excessive Use,Acute     ,Fire injuries,Male,All Ages,0.42,0.42,,,,,,,45,ACUTE,FIREIN,EXCUSE,GENM,AGEGRP0
2006,2010,VT,Vermont,ARDI,Excessive Use,Chronic   ,Alcohol dependence syndrome,Male,All Ages,1.00,1.00,,,,,,,50,CHRONIC,ALCDSY,EXCUSE,GENM,AGEGRP0
2006,2010,IN,Indiana,ARDI,Excessive Use,Acute     ,Other road vehicle crashes,Male,All Ages,0.18,0.18,,,,,,,18,ACUTE,ORVACC,EXCUSE,GENM,AGEGRP0
2006,2010,FL,Florida,ARDI,Excessive Use,Chronic   ,Supraventricular cardiac dysrhythmia,Male,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,12,CHRONIC,SUCADY,EXCUSE,GENM,AGEGRP0
2006,2010,NJ,New Jersey,ARDI,Excessive Use,Chronic   ,Alcoholic liver disease,Female,All Ages,1.00,1.00,,,,,,,34,CHRONIC,ALCLID,EXCUSE,GENF,AGEGRP0
2006,2010,RI,Rhode Island,ARDI,Excessive Use,Chronic   ,Chronic pancreatitis,Male,All Ages,0.84,0.84,,,,,,,44,CHRONIC,CHRPAN,EXCUSE,GENM,AGEGRP0
2006,2010,UT,Utah,ARDI,Excessive Use,Acute     ,Air-space transport,Female,All Ages,0.18,0.18,,,,,,,51,ACUTE,AIRTRA,EXCUSE,GENF,AGEGRP0
2006,2010,MO,Missouri,ARDI,Excessive Use,Chronic   ,Psoriasis,Male,All Ages,,,N/A,0.00,0.00,0.00,0.01,0.01,29,CHRONIC,PSORIA,EXCUSE,GENM,AGEGRP0
2006,2010,OR,Oregon,ARDI,Excessive Use,Chronic   ,Supraventricular cardiac dysrhythmia,Female,All Ages,,,N/A,0.00,0.02,0.02,0.00,0.00,41,CHRONIC,SUCADY,EXCUSE,GENF,AGEGRP0
2006,2010,IA,Iowa,ARDI,Excessive Use,Chronic   ,Liver cancer,Female,All Ages,,,N/A,0.00,0.03,0.03,0.01,0.01,19,CHRONIC,LIVCAN,EXCUSE,GENF,AGEGRP0
2006,2010,NC,North Carolina,ARDI,Excessive Use,Acute     ,Motor-vehicle nontraffic crashes,Female,All Ages,0.18,0.18,,,,,,,37,ACUTE,MTVNTR,EXCUSE,GENF,AGEGRP0
2006,2010,TX,Texas,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,65+,0.12,0.12,,,,,,,48,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP5
2006,2010,HI,Hawaii,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,65+,0.12,0.12,,,,,,,15,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP5
2006,2010,MO,Missouri,ARDI,Excessive Use,Chronic   ,Epilepsy,Male,All Ages,0.15,0.15,,,,,,,29,CHRONIC,EPILEP,EXCUSE,GENM,AGEGRP0
2006,2010,MT,Montana,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,35-44,0.34,0.34,,,,,,,30,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP11
2006,2010,FL,Florida,ARDI,Excessive Use,Chronic   ,Spontaneous abortion (females only),Male,All Ages,0.00,0.00,,,,,,,12,CHRONIC,SPONAB,EXCUSE,GENM,AGEGRP0
2006,2010,KS,Kansas,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,35-44,0.47,0.47,,,,,,,20,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP11
2006,2010,FL,Florida,ARDI,Excessive Use,Chronic   ,Liver cancer,Female,All Ages,,,N/A,0.00,0.03,0.03,0.02,0.02,12,CHRONIC,LIVCAN,EXCUSE,GENF,AGEGRP0
2006,2010,WV,West Virginia,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,20-24,0.36,0.36,,,,,,,54,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP9
2006,2010,VA,Virginia,ARDI,Excessive Use,Chronic   ,Psoriasis,Male,All Ages,,,N/A,0.00,0.00,0.00,0.01,0.01,52,CHRONIC,PSORIA,EXCUSE,GENM,AGEGRP0
2006,2010,CT,Connecticut,ARDI,Excessive Use,Chronic   ,Oropharyngeal cancer,Male,All Ages,,,N/A,0.00,0.01,0.01,0.05,0.05,09,CHRONIC,OROCAN,EXCUSE,GENM,AGEGRP0
2006,2010,WY,Wyoming,ARDI,Excessive Use,Chronic   ,Esophageal cancer,Female,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,56,CHRONIC,ESOCAN,EXCUSE,GENF,AGEGRP0
2006,2010,WV,West Virginia,ARDI,Excessive Use,Acute     ,Excessive blood alcohol level,Female,All Ages,1.00,1.00,,,,,,,54,ACUTE,ALCBLA,EXCUSE,GENF,AGEGRP0
2006,2010,VA,Virginia,ARDI,Excessive Use,Chronic   ,"Stroke, ischemic",Female,All Ages,,,N/A,0.00,0.01,0.01,0.00,0.00,52,CHRONIC,STROKI,EXCUSE,GENF,AGEGRP0
2006,2010,MN,Minnesota,ARDI,Excessive Use,Chronic   ,Breast cancer (females only),Male,All Ages,0.00,0.00,,,,,,,27,CHRONIC,BRECAN,EXCUSE,GENM,AGEGRP0
2006,2010,VA,Virginia,ARDI,Excessive Use,Acute     ,Aspiration,Female,All Ages,0.18,0.18,,,,,,,52,ACUTE,ASPIRA,EXCUSE,GENF,AGEGRP0
2006,2010,MA,Massachusetts,ARDI,Excessive Use,Chronic   ,Ischemic heart disease,Male,All Ages,,,N/A,0.00,0.00,0.00,0.00,0.00,25,CHRONIC,ISCHTD,EXCUSE,GENM,AGEGRP0
2006,2010,AZ,Arizona,ARDI,Excessive Use,Acute     ,Hypothermia,Female,All Ages,0.42,0.42,,,,,,,04,ACUTE,HYPOTH,EXCUSE,GENF,AGEGRP0
2006,2010,SC,South Carolina,ARDI,Excessive Use,Chronic   ,Breast cancer (females only),Male,All Ages,0.00,0.00,,,,,,,45,CHRONIC,BRECAN,EXCUSE,GENM,AGEGRP0
2006,2010,OK,Oklahoma,ARDI,Excessive Use,Acute     ,Aspiration,Male,All Ages,0.18,0.18,,,,,,,40,ACUTE,ASPIRA,EXCUSE,GENM,AGEGRP0
2006,2010,TX,Texas,ARDI,Excessive Use,Acute     ,Poisoning (not alcohol),Male,All Ages,0.29,0.29,,,,,,,48,ACUTE,POISON,EXCUSE,GENM,AGEGRP0
2006,2010,UT,Utah,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,25-34,0.37,0.37,,,,,,,51,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP10
2006,2010,DC,District of Columbia,ARDI,Excessive Use,Acute     ,Poisoning (not alcohol),Male,All Ages,0.29,0.29,,,,,,,11,ACUTE,POISON,EXCUSE,GENM,AGEGRP0
2006,2010,SC,South Carolina,ARDI,Excessive Use,Chronic   ,Chronic hepatitis,Male,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,45,CHRONIC,CHRHEP,EXCUSE,GENM,AGEGRP0
2006,2010,NH,New Hampshire,ARDI,Excessive Use,Chronic   ,Supraventricular cardiac dysrhythmia,Female,All Ages,,,N/A,0.00,0.02,0.02,0.00,0.00,33,CHRONIC,SUCADY,EXCUSE,GENF,AGEGRP0
2006,2010,IL,Illinois,ARDI,Excessive Use,Chronic   ,Esophageal cancer,Male,All Ages,,,N/A,0.00,0.01,0.01,0.04,0.04,17,CHRONIC,ESOCAN,EXCUSE,GENM,AGEGRP0
2006,2010,HI,Hawaii,ARDI,Excessive Use,Chronic   ,"Stroke, ischemic",Female,All Ages,,,N/A,0.00,0.01,0.01,0.00,0.00,15,CHRONIC,STROKI,EXCUSE,GENF,AGEGRP0
2006,2010,MT,Montana,ARDI,Excessive Use,Chronic   ,Portal hypertension,Female,All Ages,0.40,0.40,,,,,,,30,CHRONIC,PORHYP,EXCUSE,GENF,AGEGRP0
2006,2010,MI,Michigan,ARDI,Excessive Use,Chronic   ,Acute pancreatitis,Female,All Ages,0.24,0.24,,,,,,,26,CHRONIC,ACUPAN,EXCUSE,GENF,AGEGRP0
2006,2010,SC,South Carolina,ARDI,Excessive Use,Chronic   ,Hypertension,Female,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,45,CHRONIC,HYPERT,EXCUSE,GENF,AGEGRP0
2006,2010,IL,Illinois,ARDI,Excessive Use,Chronic   ,Acute pancreatitis,Male,All Ages,0.24,0.24,,,,,,,17,CHRONIC,ACUPAN,EXCUSE,GENM,AGEGRP0
2006,2010,DC,District of Columbia,ARDI,Excessive Use,Acute     ,Water transport,Female,All Ages,0.18,0.18,,,,,,,11,ACUTE,WATTRA,EXCUSE,GENF,AGEGRP0
2006,2010,TN,Tennessee,ARDI,Excessive Use,Acute     ,Suicide,Female,All Ages,0.23,0.23,,,,,,,47,ACUTE,SUICID,EXCUSE,GENF,AGEGRP0
2006,2010,IN,Indiana,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,0-14,0.15,0.15,,,,,,,18,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP7
2006,2010,OR,Oregon,ARDI,Excessive Use,Chronic   ,Alcoholic myopathy,Male,All Ages,1.00,1.00,,,,,,,41,CHRONIC,ALCMYO,EXCUSE,GENM,AGEGRP0
2006,2010,GA,Georgia,ARDI,Excessive Use,Chronic   ,"Liver cirrhosis, unspecified",Male,All Ages,0.40,0.40,,,,,,,13,CHRONIC,LIVCIR,EXCUSE,GENM,AGEGRP0
2006,2010,FL,Florida,ARDI,Excessive Use,Acute     ,Drowning,Female,All Ages,0.34,0.34,,,,,,,12,ACUTE,DROWNI,EXCUSE,GENF,AGEGRP0
2006,2010,ME,Maine,ARDI,Excessive Use,Acute     ,Motor-vehicle nontraffic crashes,Female,All Ages,0.18,0.18,,,,,,,23,ACUTE,MTVNTR,EXCUSE,GENF,AGEGRP0
2006,2010,TX,Texas,ARDI,Excessive Use,Chronic   ,Prostate cancer (males only),Female,All Ages,0.00,0.00,,,,,,,48,CHRONIC,PROCAN,EXCUSE,GENF,AGEGRP0
2006,2010,NM,New Mexico,ARDI,Excessive Use,Acute     ,Motor-vehicle nontraffic crashes,Male,All Ages,0.18,0.18,,,,,,,35,ACUTE,MTVNTR,EXCUSE,GENM,AGEGRP0
2006,2010,KS,Kansas,ARDI,Excessive Use,Chronic   ,Supraventricular cardiac dysrhythmia,Male,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,20,CHRONIC,SUCADY,EXCUSE,GENM,AGEGRP0
2006,2010,NH,New Hampshire,ARDI,Excessive Use,Acute     ,Suicide by and exposure to alcohol,Male,All Ages,1.00,1.00,,,,,,,33,ACUTE,ALCSUC,EXCUSE,GENM,AGEGRP0
